########################################
# Program: tcode
# Rundate: Wed 21 Jan 2026 16:40:58
# Commandline: tcode
#    -sequence XIST.fasta
#    -window 200
#    -outfile XIST_tcode.out
#    -plot
#    -graph png
# Report_format: table
# Report_file: XIST_tcode.out
########################################

#=======================================
#
# Sequence: URS000025784F     from: 1   to: 37027
# HitCount: 12276
#
# Fickett TESTCODE statistic
#
#=======================================

  Start     End  Strand   Score Estimation
  10717   10916       +   0.490 Non-coding
  10720   10919       +   0.477 Non-coding
  10723   10922       +   0.603 Non-coding
  10726   10925       +   0.578 Non-coding
  10729   10928       +   0.445 Non-coding
  10732   10931       +   0.481 Non-coding
  10735   10934       +   0.481 Non-coding
  10738   10937       +   0.481 Non-coding
  10741   10940       +   0.445 Non-coding
  10744   10943       +   0.481 Non-coding
  10747   10946       +   0.620 Non-coding
  10750   10949       +   0.508 Non-coding
  10753   10952       +   0.508 Non-coding
  10756   10955       +   0.510 Non-coding
  10759   10958       +   0.513 Non-coding
  10762   10961       +   0.506 Non-coding
  10765   10964       +   0.498 Non-coding
  10768   10967       +   0.527 Non-coding
  10771   10970       +   0.561 Non-coding
  10774   10973       +   0.653 Non-coding
  10777   10976       +   0.628 Non-coding
  10780   10979       +   0.686 Non-coding
  10783   10982       +   0.602 Non-coding
  10786   10985       +   0.682 Non-coding
  10789   10988       +   0.732 Non-coding
  10792   10991       +   0.662 Non-coding
  10795   10994       +   0.590 Non-coding
  10798   10997       +   0.610 Non-coding
  10801   11000       +   0.621 Non-coding
  10804   11003       +   0.681 Non-coding
  10807   11006       +   0.590 Non-coding
  10810   11009       +   0.590 Non-coding
  10813   11012       +   0.660 Non-coding
  10816   11015       +   0.681 Non-coding
  10819   11018       +   0.606 Non-coding
  10822   11021       +   0.613 Non-coding
  10825   11024       +   0.767 No opinion
  10828   11027       +   0.777 No opinion
  10831   11030       +   0.702 Non-coding
  10834   11033       +   0.626 Non-coding
  10837   11036       +   0.695 Non-coding
  10840   11039       +   0.547 Non-coding
  10843   11042       +   0.610 Non-coding
  10846   11045       +   0.757 No opinion
  10849   11048       +   0.696 Non-coding
  10852   11051       +   0.688 Non-coding
  10855   11054       +   0.752 No opinion
  10858   11057       +   0.800 No opinion
  10861   11060       +   0.665 Non-coding
  10864   11063       +   0.691 Non-coding
  10867   11066       +   0.646 Non-coding
  10870   11069       +   0.773 No opinion
  10873   11072       +   0.719 Non-coding
  10876   11075       +   0.719 Non-coding
  10879   11078       +   0.628 Non-coding
  10882   11081       +   0.628 Non-coding
  10885   11084       +   0.693 Non-coding
  10888   11087       +   0.686 Non-coding
  10891   11090       +   0.743 No opinion
  10894   11093       +   0.635 Non-coding
  10897   11096       +   0.575 Non-coding
  10900   11099       +   0.666 Non-coding
  10903   11102       +   0.597 Non-coding
  10906   11105       +   0.595 Non-coding
  10909   11108       +   0.611 Non-coding
  10912   11111       +   0.632 Non-coding
  10915   11114       +   0.692 Non-coding
  10918   11117       +   0.509 Non-coding
  10921   11120       +   0.484 Non-coding
  10924   11123       +   0.538 Non-coding
  10927   11126       +   0.526 Non-coding
  10930   11129       +   0.531 Non-coding
  10933   11132       +   0.584 Non-coding
  10936   11135       +   0.584 Non-coding
  10939   11138       +   0.646 Non-coding
  10942   11141       +   0.677 Non-coding
  10945   11144       +   0.645 Non-coding
  10948   11147       +   0.651 Non-coding
  10951   11150       +   0.685 Non-coding
  10954   11153       +   0.813 No opinion
  10957   11156       +   0.748 No opinion
  10960   11159       +   0.748 No opinion
  10963   11162       +   0.664 Non-coding
  10966   11165       +   0.693 Non-coding
  10969   11168       +   0.690 Non-coding
  10972   11171       +   0.774 No opinion
  10975   11174       +   0.732 Non-coding
  10978   11177       +   0.823 No opinion
  10981   11180       +   0.814 No opinion
  10984   11183       +   0.813 No opinion
  10987   11186       +   0.846 No opinion
  10990   11189       +   0.764 No opinion
  10993   11192       +   0.801 No opinion
  10996   11195       +   0.856 No opinion
  10999   11198       +   0.828 No opinion
  11002   11201       +   0.817 No opinion
  11005   11204       +   0.840 No opinion
  11008   11207       +   0.820 No opinion
  11011   11210       +   0.838 No opinion
  11014   11213       +   0.885 No opinion
  11017   11216       +   0.828 No opinion
  11020   11219       +   0.851 No opinion
  11023   11222       +   0.739 Non-coding
  11026   11225       +   0.640 Non-coding
  11029   11228       +   0.628 Non-coding
  11032   11231       +   0.641 Non-coding
  11035   11234       +   0.679 Non-coding
  11038   11237       +   0.619 Non-coding
  11041   11240       +   0.617 Non-coding
  11044   11243       +   0.643 Non-coding
  11047   11246       +   0.643 Non-coding
  11050   11249       +   0.682 Non-coding
  11053   11252       +   0.693 Non-coding
  11056   11255       +   0.691 Non-coding
  11059   11258       +   0.645 Non-coding
  11062   11261       +   0.705 Non-coding
  11065   11264       +   0.816 No opinion
  11068   11267       +   0.723 Non-coding
  11071   11270       +   0.681 Non-coding
  11074   11273       +   0.686 Non-coding
  11077   11276       +   0.792 No opinion
  11080   11279       +   0.784 No opinion
  11083   11282       +   0.718 Non-coding
  11086   11285       +   0.752 No opinion
  11089   11288       +   0.820 No opinion
  11092   11291       +   0.750 No opinion
  11095   11294       +   0.817 No opinion
  11098   11297       +   0.846 No opinion
  11101   11300       +   0.831 No opinion
  11104   11303       +   0.831 No opinion
  11107   11306       +   0.795 No opinion
  11110   11309       +   0.762 No opinion
  11113   11312       +   0.762 No opinion
  11116   11315       +   0.747 No opinion
  11119   11318       +   0.762 No opinion
  11122   11321       +   0.768 No opinion
  11125   11324       +   0.762 No opinion
  11128   11327       +   0.762 No opinion
  11131   11330       +   0.829 No opinion
  11134   11333       +   0.838 No opinion
  11137   11336       +   0.912 No opinion
  11140   11339       +   0.869 No opinion
  11143   11342       +   0.795 No opinion
  11146   11345       +   0.794 No opinion
  11149   11348       +   0.809 No opinion
  11152   11351       +   0.794 No opinion
  11155   11354       +   0.890 No opinion
  11158   11357       +   0.908 No opinion
  11161   11360       +   0.890 No opinion
  11164   11363       +   0.891 No opinion
  11167   11366       +   0.900 No opinion
  11170   11369       +   0.896 No opinion
  11173   11372       +   0.846 No opinion
  11176   11375       +   0.899 No opinion
  11179   11378       +   0.932 No opinion
  11182   11381       +   0.820 No opinion
  11185   11384       +   0.825 No opinion
  11188   11387       +   0.859 No opinion
  11191   11390       +   0.859 No opinion
  11194   11393       +   0.855 No opinion
  11197   11396       +   0.842 No opinion
  11200   11399       +   0.897 No opinion
  11203   11402       +   0.907 No opinion
  11206   11405       +   1.013 Coding    
  11209   11408       +   0.966 Coding    
  11212   11411       +   1.009 Coding    
  11215   11414       +   0.814 No opinion
  11218   11417       +   0.814 No opinion
  11221   11420       +   0.871 No opinion
  11224   11423       +   0.968 Coding    
  11227   11426       +   0.968 Coding    
  11230   11429       +   0.977 Coding    
  11233   11432       +   0.976 Coding    
  11236   11435       +   0.827 No opinion
  11239   11438       +   0.917 No opinion
  11242   11441       +   0.919 No opinion
  11245   11444       +   0.898 No opinion
  11248   11447       +   0.920 No opinion
  11251   11450       +   0.925 No opinion
  11254   11453       +   0.943 No opinion
  11257   11456       +   0.748 No opinion
  11260   11459       +   0.814 No opinion
  11263   11462       +   0.877 No opinion
  11266   11465       +   0.895 No opinion
  11269   11468       +   0.783 No opinion
  11272   11471       +   0.838 No opinion
  11275   11474       +   0.804 No opinion
  11278   11477       +   0.676 Non-coding
  11281   11480       +   0.685 Non-coding
  11284   11483       +   0.888 No opinion
  11287   11486       +   0.904 No opinion
  11290   11489       +   0.882 No opinion
  11293   11492       +   0.879 No opinion
  11296   11495       +   0.846 No opinion
  11299   11498       +   0.806 No opinion
  11302   11501       +   0.858 No opinion
  11305   11504       +   0.885 No opinion
  11308   11507       +   0.899 No opinion
  11311   11510       +   0.898 No opinion
  11314   11513       +   0.787 No opinion
  11317   11516       +   0.706 Non-coding
  11320   11519       +   0.699 Non-coding
  11323   11522       +   0.871 No opinion
  11326   11525       +   0.819 No opinion
  11329   11528       +   0.753 No opinion
  11332   11531       +   0.700 Non-coding
  11335   11534       +   0.870 No opinion
  11338   11537       +   0.872 No opinion
  11341   11540       +   0.909 No opinion
  11344   11543       +   0.844 No opinion
  11347   11546       +   0.844 No opinion
  11350   11549       +   0.696 Non-coding
  11353   11552       +   0.676 Non-coding
  11356   11555       +   0.681 Non-coding
  11359   11558       +   0.726 Non-coding
  11362   11561       +   0.686 Non-coding
  11365   11564       +   0.820 No opinion
  11368   11567       +   0.734 Non-coding
  11371   11570       +   0.646 Non-coding
  11374   11573       +   0.678 Non-coding
  11377   11576       +   0.650 Non-coding
  11380   11579       +   0.665 Non-coding
  11383   11582       +   0.699 Non-coding
  11386   11585       +   0.731 Non-coding
  11389   11588       +   0.760 No opinion
  11392   11591       +   0.777 No opinion
  11395   11594       +   0.751 No opinion
  11398   11597       +   0.656 Non-coding
  11401   11600       +   0.627 Non-coding
  11404   11603       +   0.646 Non-coding
  11407   11606       +   0.623 Non-coding
  11410   11609       +   0.669 Non-coding
  11413   11612       +   0.591 Non-coding
  11416   11615       +   0.578 Non-coding
  11419   11618       +   0.539 Non-coding
  11422   11621       +   0.547 Non-coding
  11425   11624       +   0.448 Non-coding
  11428   11627       +   0.488 Non-coding
  11431   11630       +   0.488 Non-coding
  11434   11633       +   0.467 Non-coding
  11437   11636       +   0.449 Non-coding
  11440   11639       +   0.491 Non-coding
  11443   11642       +   0.491 Non-coding
  11446   11645       +   0.491 Non-coding
  11449   11648       +   0.499 Non-coding
  11452   11651       +   0.499 Non-coding
  11455   11654       +   0.536 Non-coding
  11458   11657       +   0.395 Non-coding
  11461   11660       +   0.419 Non-coding
  11464   11663       +   0.424 Non-coding
  11467   11666       +   0.400 Non-coding
  11470   11669       +   0.400 Non-coding
  11473   11672       +   0.425 Non-coding
  11476   11675       +   0.537 Non-coding
  11479   11678       +   0.430 Non-coding
  11482   11681       +   0.425 Non-coding
  11485   11684       +   0.657 Non-coding
  11488   11687       +   0.611 Non-coding
  11491   11690       +   0.558 Non-coding
  11494   11693       +   0.488 Non-coding
  11497   11696       +   0.451 Non-coding
  11500   11699       +   0.388 Non-coding
  11503   11702       +   0.415 Non-coding
  11506   11705       +   0.415 Non-coding
  11509   11708       +   0.485 Non-coding
  11512   11711       +   0.523 Non-coding
  11515   11714       +   0.508 Non-coding
  11518   11717       +   0.437 Non-coding
  11521   11720       +   0.457 Non-coding
  11524   11723       +   0.457 Non-coding
  11527   11726       +   0.512 Non-coding
  11530   11729       +   0.457 Non-coding
  11533   11732       +   0.512 Non-coding
  11536   11735       +   0.491 Non-coding
  11539   11738       +   0.491 Non-coding
  11542   11741       +   0.491 Non-coding
  11545   11744       +   0.500 Non-coding
  11548   11747       +   0.464 Non-coding
  11551   11750       +   0.512 Non-coding
  11554   11753       +   0.512 Non-coding
  11557   11756       +   0.419 Non-coding
  11560   11759       +   0.419 Non-coding
  11563   11762       +   0.412 Non-coding
  11566   11765       +   0.376 Non-coding
  11569   11768       +   0.407 Non-coding
  11572   11771       +   0.407 Non-coding
  11575   11774       +   0.466 Non-coding
  11578   11777       +   0.407 Non-coding
  11581   11780       +   0.407 Non-coding
  11584   11783       +   0.443 Non-coding
  11587   11786       +   0.508 Non-coding
  11590   11789       +   0.620 Non-coding
  11593   11792       +   0.587 Non-coding
  11596   11795       +   0.553 Non-coding
  11599   11798       +   0.639 Non-coding
  11602   11801       +   0.582 Non-coding
  11605   11804       +   0.557 Non-coding
  11608   11807       +   0.594 Non-coding
  11611   11810       +   0.581 Non-coding
  11614   11813       +   0.464 Non-coding
  11617   11816       +   0.400 Non-coding
  11620   11819       +   0.436 Non-coding
  11623   11822       +   0.436 Non-coding
  11626   11825       +   0.500 Non-coding
  11629   11828       +   0.498 Non-coding
  11632   11831       +   0.438 Non-coding
  11635   11834       +   0.427 Non-coding
